targeting,cost,searchTerm,unitsSoldClicks1d,adGroupName,campaignId,clicks,purchases1d,sales1d,impressions,campaignName,adGroupId
face scrub,32.11,pilgrim red wine face scrub,1,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,1,419.49,14,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",48.6,pilgrim scrub face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,13,SP-PT-Face Scrub,530622467560381
substitutes,15.63,pilgrim tan removal peeling solution,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
face scrub,14.14,plix face scrub foroily skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
pigmentation cream,14.12,plix pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,2,SP-KT-Night & Day Cream,418846667332067
day cream,15.85,plix pomegranate day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,4,SP-KT-Night & Day Cream,418846667332067
"asin=""B0CV79NBBK""",33.33,plix scrub for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,3,SP-PT-Face Scrub,530622467560381
day cream,9.29,plum day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
"asin=""B0CV79NBBK""",46.07,plum scrub for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,6,SP-PT-Face Scrub,530622467560381
close-match,12.86,polishing scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,20,SPA-Face Scrub,441760799846673
substitutes,14.4,pores remover,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
face scrub,18.49,powder face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
under eye gel,15.75,puffy eyes repair under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,2,SP-KT-Under Eye Gel,531866202636140
substitutes,32.15,pumice stone for foot scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,0,0,14,SPA-Face Scrub,441760799846673
scrub tan removal,29.47,raga d tan scrub for tan removal,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,2,0,0,6,SP-KT-Face Scrub 2,293368071987808
scrub tan removal,13.22,raga dtan scrub for tan removal,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,12,SP-KT-Face Scrub 2,293368071987808
face scrub,18.0,raga face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",69.6,raga face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
substitutes,16.56,raga scrub for men,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",31.29,raya saffron scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
substitutes,56.64,red sandalwood,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,4,0,0,79,SPA-Face Scrub,441760799846673
substitutes,33.42,red sandalwood cream for face,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,0,0,2,SPA-Face Scrub,441760799846673
substitutes,32.55,red sandalwood powder for face,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,0,0,28,SPA-Face Scrub,441760799846673
substitutes,16.49,red sandalwood stick original,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,7,SPA-Face Scrub,441760799846673
face scrub,17.89,red vine face scrub pilgrim,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,16.4,rene face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,17.34,renee face scrub milk and rice honey,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face oil,9.5,retinol face oil,0,Ad Group - 2/3/2026 12:53:57.975,44818168500186,1,0,0,1,SP-KT-Facial oil,524144331841236
"asin=""B0CV79NBBK""",48.24,rice face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
under eye gel,18.2,richfeel under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,1,SP-KT-Under Eye Gel,531866202636140
substitutes,15.69,rose attar,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,4,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",59.97,rose face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,4,SP-PT-Face Scrub,530622467560381
face scrub,23.07,rose powder face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B08XC833SM""",30.02,rust art face wash,0,Ad Group - 10/2/2026 14:36:10.434,275310261322871,1,0,0,1,SP-PT-Face Wash-(Forest Essential),396668873295896
day cream,14.35,rustic art day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,6,SP-KT-Night & Day Cream,418846667332067
under eye gel,92.4,sadhev under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,6,0,0,125,SP-KT-Under Eye Gel,531866202636140
face scrub,14.35,saffron and apricot face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,6,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,34.2,saffron face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,16.74,saffron powder for face,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
day cream,33.78,sage fable day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,2,0,0,8,SP-KT-Night & Day Cream,418846667332067
loose-match,3.71,sage product face,0,Ad Group - 3/11/2025 13:54:47.377,295936036688999,1,0,0,1,SPA-Face Mask,340236643191298
sage royal,1.22,sage royal,0,Ad group - 5/3/2026 11:19:43.696,101525330020256,1,0,0,1,AD_READY: B0FDL3VPCL day cream manual,430091731558456
loose-match,4.34,sage royal ayurveda,0,Ad Group - 3/11/2025 14:02:31.989,482889088374664,1,0,0,4,SPA-Facial Oil,477787551243730
substitutes,1.96,sage royal ayurveda,0,Ad Group - 3/11/2025 14:08:31.493,510858053134151,1,0,0,2,SPA-Face Cleanser,386428286768757
"asin=""B0FDQVW4YD""",4.81,sage royal ayurveda,0,Ad Group - 10/1/2026 13:08:14.108,530517008716333,1,0,0,2,SP-PT-Defensive,415463865960692
sage royal ayurveda,30.97,sage royal ayurveda,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,6,0,0,47,SP-KT-Night & Day Cream,418846667332067
sage royal ayurveda,11.69,sage royal ayurveda,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,9,SP-KT-Night & Day Cream,418846667332067
sage royal ayurveda,62.78,sage royal ayurveda,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,4,0,0,67,SP-KT-Face Scrub 2,293368071987808
sage royal ayurveda,511.68,sage royal ayurveda,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,27,0,0,2480,SP-KT-Face Scrub 2,293368071987808
sage royal ayurveda,13.03,sage royal ayurveda all,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,9,SP-KT-Night & Day Cream,418846667332067
sage royal ayurveda,7.3,sage royal ayurveda all,0,Ad group - 5/3/2026 11:07:55.187,61415891603772,2,0,0,3,AD_READY: B0FDL2SCRM skin rejuvenator cream,504647753389281
sage royal ayurveda,17.76,sage royal ayurveda cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,2,SP-KT-Night & Day Cream,418846667332067
sage royal ayurveda,10.0,sage royal ayurveda mask,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,2,SP-KT-Face Scrub 2,293368071987808
sage royal ayurveda,19.2,sage royal ayurveda scrub,1,Ad Group - 3/3/2026 12:42:43.110,131944279995721,2,1,419.49,15,SP-KT-Face Scrub 2,293368071987808
sage royal ayurveda,5.97,sage royal ayurveda water tank cover,0,Ad group - 5/3/2026 11:07:55.187,61415891603772,1,0,0,2,AD_READY: B0FDL2SCRM skin rejuvenator cream,504647753389281
sage royal night cream,7.6,sage royal night cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,13,SP-KT-Night & Day Cream,418846667332067
loose-match,8.49,sage undereye,0,Ad Group - 3/11/2025 14:45:14.245,511989105167946,1,0,0,1,SPA-Under Eye Gel,298497373603159
under eye gel,13.8,sahdev under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,2,SP-KT-Under Eye Gel,531866202636140
face scrub,17.93,sandal face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
pigmentation cream,18.36,scarfix plus for pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,8,SP-KT-Night & Day Cream,418846667332067
substitutes,16.7,scotch brite scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",35.78,scrub apricot,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,1,SP-PT-Face Scrub,530622467560381
substitutes,16.52,scrub face,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,10,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",47.03,scrub face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,45,SP-PT-Face Scrub,530622467560381
substitutes,16.72,scrub for dark neck,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,5,SPA-Face Scrub,441760799846673
substitutes,14.42,scrub for face man,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,7,SPA-Face Scrub,441760799846673
substitutes,15.67,scrub for face women,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,4,SPA-Face Scrub,441760799846673
substitutes,16.7,scrub for feet,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
substitutes,94.65,scrub for men,1,Ad Group - 3/11/2025 13:58:14.002,441139935973339,6,1,419.49,206,SPA-Face Scrub,441760799846673
scrub tan removal,14.05,scrub for tan removal,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,2,SP-KT-Face Scrub 2,293368071987808
scrub tan removal,15.4,scrub for tan removal mamaearth,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,5,SP-KT-Face Scrub 2,293368071987808
substitutes,159.04,scrub for women,1,Ad Group - 3/11/2025 13:58:14.002,441139935973339,10,1,419.49,403,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",46.23,scrub for women face,1,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,1,419.49,17,SP-PT-Face Scrub,530622467560381
scrub tan removal,20.46,scrub tan removal,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,15,SP-KT-Face Scrub 2,293368071987808
substitutes,16.58,scrubber facial,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
face scrub,15.82,sea buckthorn face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,17.42,shahnaz face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,18.6,shahnaz husain face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,11.41,shahnaz scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,7,SPA-Face Scrub,441760799846673
pigmentation cream,14.65,shiv aatman anti pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,2,SP-KT-Night & Day Cream,418846667332067
face scrub,12.07,shruti face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,14.84,silicone face scrubber head massager and ice roller combo,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,5,SPA-Face Scrub,441760799846673
face scrub,15.21,skin brightening face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,38,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,14.64,skin sparkle face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,28.55,smooth face scrub for women sensitive skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",42.0,soultree ayurvedic face scrub - walnut & turmeric with cooling sandalwood,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,5,SP-PT-Face Scrub,530622467560381
day cream,13.02,spawake day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
substitutes,12.83,st ives scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,7,SPA-Face Scrub,441760799846673
face scrub,17.41,sugar face scrub for glowing skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,0,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,15.31,sugar scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,6,SPA-Face Scrub,441760799846673
substitutes,9.18,sugar scrub oriflame,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,3,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",39.15,sugar scrub oriflame,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,5,SP-PT-Face Scrub,530622467560381
day cream,14.92,summer day cream on day,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,3,SP-KT-Night & Day Cream,418846667332067
substitutes,14.32,sun tan removal cream,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,5,SPA-Face Scrub,441760799846673
substitutes,16.66,sunny face scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
face scrub,10.94,sunny face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,6,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,17.94,swiss image face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,14.57,tan pigmentation removal face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,44.9,tan removal,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,3,0,0,299,SPA-Face Scrub,441760799846673
substitutes,8.4,tan removal cream for men,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
substitutes,15.49,tan removal cream for women,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,4,SPA-Face Scrub,441760799846673
face scrub,19.5,tan removal face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
tan removal face wash,9.59,tan removal face wash,0,Ad Group - 2/3/2026 13:39:05.809,165848451288933,1,0,0,1,SP-KT-Face Wash,329565943315869
substitutes,12.04,tan removal machine,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,22,SPA-Face Scrub,441760799846673
substitutes,16.74,tan removal oil,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,19,SPA-Face Scrub,441760799846673
substitutes,31.4,tan removal scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,0,0,17,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",74.88,tan removal scrub for women,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,50,SP-PT-Face Scrub,530622467560381
substitutes,138.86,tan remover,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,9,0,0,656,SPA-Face Scrub,441760799846673
substitutes,15.02,tan remover for men,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,5,SPA-Face Scrub,441760799846673
close-match,5.77,tan+removal,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,639,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",35.56,thrive face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",44.12,top 10 face scrub for dry skin,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",35.59,top 10 scrub for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,9,SP-PT-Face Scrub,530622467560381
pigmentation cream,22.33,top 5 pigmentation cream in india,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,11,SP-KT-Night & Day Cream,418846667332067
substitutes,15.87,tree hut body scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,5,SPA-Face Scrub,441760799846673
face scrub,17.22,trt gold face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,14.71,turmeric and chandan face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,13.06,turmeric body scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
face scrub,16.27,turmeric face scrub,1,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,1,419.49,2,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,31.35,ubtan,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,0,0,5,SPA-Face Scrub,441760799846673
"asin=""B08XC833SM""",19.77,ubtan facewash mamaearth,0,Ad Group - 10/2/2026 14:36:10.434,275310261322871,1,0,0,6,SP-PT-Face Wash-(Forest Essential),396668873295896
substitutes,16.04,ubtan facial hair removal cream,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
ubtan scrub,179.87,ubtan scrub,2,Ad Group - 3/3/2026 12:42:43.110,131944279995721,7,2,838.98,587,SP-KT-Face Scrub 2,293368071987808
"asin=""B0FDQVW4YD""",25.27,ubtan scrub for women,0,Ad Group - 10/1/2026 13:08:14.108,530517008716333,1,0,0,7,SP-PT-Defensive,415463865960692
ubtan scrub,11.75,ubtan scrub for women,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,6,SP-KT-Face Scrub 2,293368071987808
close-match,25.93,under eye,0,Ad Group - 3/11/2025 14:45:14.245,511989105167946,1,0,0,3,SPA-Under Eye Gel,298497373603159
under eye cream,73.17,under eye cream,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,3,0,0,693,SP-KT-Under Eye Gel,531866202636140
under eye cream for dark circles for men,130.38,under eye cream for dark circles for men,1,Ad Group - 2/3/2026 13:32:37.977,172561906294754,4,1,338.14,469,SP-KT-Under Eye Gel,531866202636140
under eye gel,90.87,under eye gel,1,Ad Group - 2/3/2026 13:32:37.977,172561906294754,6,1,338.14,362,SP-KT-Under Eye Gel,531866202636140
under eye gel,114.17,under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,9,0,0,1788,SP-KT-Under Eye Gel,531866202636140
under eye gel for dark circles,19.04,under eye gel dark circles,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,11,SP-KT-Under Eye Gel,531866202636140
under eye gel for dark circles,77.86,under eye gel for dark circles,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,3,0,0,64,SP-KT-Under Eye Gel,531866202636140
under eye gel,16.35,under eye gel for dark circles ayurvedic,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,3,SP-KT-Under Eye Gel,531866202636140
under eye gel,14.61,under eye gel for wrinkles fine lines,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,1,SP-KT-Under Eye Gel,531866202636140
substitutes,33.48,vaadi face pack,1,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,1,419.49,3,SPA-Face Scrub,441760799846673
face scrub,11.91,vaadi face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,16.29,vata face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
under eye gel,18.2,veda harvest under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,3,SP-KT-Under Eye Gel,531866202636140
loose-match,9.97,vedic kumkumadi tailam,0,Ad Group - 3/11/2025 14:02:31.989,482889088374664,1,0,0,1,SPA-Facial Oil,477787551243730
face scrub,19.5,vedic line face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,5,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,16.54,vedic line scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
substitutes,7.6,vedpuran ayurveda,0,Ad Group - 3/11/2025 14:42:58.404,394118169772902,1,0,0,3,SPA-Face Cream,472662761679244
"asin=""B0CV79NBBK""",43.17,vitamin c face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,3,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",42.95,vitamin c face scrub for men,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,4,SP-PT-Face Scrub,530622467560381
vitamin c serum,4.44,vitamin c serum,0,Ad Group - 2/3/2026 13:09:03.120,81057176750666,1,0,0,9,SP-KT-Face Serum,303040797298760
vitamin c serum for glowing skin,40.12,vitamin c serum for glowing skin,0,Ad Group - 2/3/2026 13:09:03.120,81057176750666,1,0,0,2073,SP-KT-Face Serum,303040797298760
face scrub,20.44,vlcc face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,9,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,23.21,vlcc indian berberry face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,6,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,15.7,wallnut scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,7,SPA-Face Scrub,441760799846673
substitutes,16.74,walnut body scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
face scrub,37.4,walnut face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,25,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,34.37,walnut face scrub for glowing skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,8,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,18.0,walnut face scrub oshadhi,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,15.73,walnut scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,3,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",39.15,walnut scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,50,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",63.33,walnuts scrub for women face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,9,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",34.49,wild oak face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,6,SP-PT-Face Scrub,530622467560381
face scrub,15.4,wild oak face scrub for glowing skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,6,SP-KT-Kesar Chandan Scrub,503396541527413
ubtan scrub,13.95,wow ubtan scrub,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,3,SP-KT-Face Scrub 2,293368071987808
face scrub,18.84,yellow colour face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
loose-match,9.28,￼fresh almond and coconut cream for face or ice eyes,0,Ad Group - 3/11/2025 14:45:14.245,511989105167946,1,0,0,1,SPA-Under Eye Gel,298497373603159
